student_id,origin_country,destination_country,destination_city,university_name,course_name,field_of_study,year_of_enrollment,scholarship_received,enrollment_reason,graduation_year,placement_status,placement_country,placement_company,starting_salary_usd,gpa_or_score,visa_status,post_graduation_visa,language_proficiency_test,test_score
S04462,UK,Russia,Moscow,Lomonosov Moscow State University,Design,Business,2021,Yes,Scholarship,2024,Not Placed,N/A,N/A,0,3.01,Tier 4,Post-Study Visa,IELTS,8.7
S04463,USA,South Africa,Grahamstown,Rhodes University,Design,Computer Science,2023,Yes,Quality of Life,2025,Not Placed,N/A,N/A,0,3.83,Tier 4,Post-Study Visa,Duolingo,5.3
S04464,UAE,UK,Birmingham,University of Birmingham,Mechanical Engineering,Computer Science,2021,Yes,Higher Ranking,2023,Placed,UK,Facebook,43379,2.76,Student Visa,Blue Card,Duolingo,5
S04465,UAE,USA,San Francisco,Stanford University,Electrical Engineering,Business,2022,No,Scholarship,2023,Placed,USA,Microsoft,145815,2.77,Student Visa,PSW,IELTS,8.9
S04466,USA,Canada,Vancouver,Simon Fraser University,Data Science,Social Sciences,2019,No,Scholarship,2022,Placed,Canada,IBM,52292,3.34,Schengen Student Visa,PSW,PTE,8.3
S04467,Ireland,India,Pilani,BITS Pilani,Economics,Law,2022,No,Job Opportunities,2023,Not Placed,N/A,N/A,0,3.39,F1,Work Permit,None,0
S04468,India,South Africa,Cape Town,University of Cape Town,Business Administration,Social Sciences,2021,No,Quality of Life,2023,Placed,South Africa,Google,107080,2.55,F1,OPT,TOEFL,6.8
S04469,UAE,India,Delhi,JNU Delhi,Business Administration,Business,2021,No,Scholarship,2022,Placed,India,Google,108899,3.45,Study Permit,PSW,PTE,7.5
S04470,India,Germany,Stuttgart,University of Stuttgart,Finance,Computer Science,2021,Yes,Political Stability,2022,Placed,Germany,IBM,108502,3.08,Student Visa,Blue Card,TOEFL,7.3
S04471,UK,Canada,Ottawa,University of Ottawa,Business Administration,Social Sciences,2021,Yes,Political Stability,2023,Not Placed,N/A,N/A,0,3.5,Student Visa,OPT,None,0
S04472,Canada,South Africa,Johannesburg,University of the Witwatersrand,Civil Engineering,Social Sciences,2023,Yes,Higher Ranking,2026,Placed,South Africa,Microsoft,103739,2.85,Student Visa,PSW,IELTS,6.5
S04473,Ireland,India,Delhi,IIT Delhi,Law,Business,2021,No,Quality of Life,2023,Placed,India,Facebook,107181,3.76,Study Permit,PSW,TOEFL,6.6
S04474,Ireland,Finland,Helsinki,University of Helsinki,Finance,Law,2022,No,Higher Ranking,2024,Not Placed,N/A,N/A,0,3.98,Student Visa,OPT,None,0
S04475,Finland,Russia,Saint Petersburg,Saint Petersburg State University,Business Administration,Law,2021,Yes,Scholarship,2023,Placed,Russia,Deloitte,101031,3.72,Schengen Student Visa,PSW,IELTS,7.8
S04476,UAE,Russia,Moscow,Lomonosov Moscow State University,Political Science,Law,2019,Yes,Quality of Life,2020,Not Placed,N/A,N/A,0,2.81,F1,Blue Card,None,0
S04477,India,Canada,Toronto,University of Toronto,Mechanical Engineering,Business,2023,Yes,Scholarship,2025,Placed,Canada,Intel,142108,2.57,Schengen Student Visa,OPT,Duolingo,7.4
S04478,Finland,Russia,Novosibirsk,Novosibirsk State University,Economics,Social Sciences,2019,No,Higher Ranking,2022,Not Placed,N/A,N/A,0,3.87,J1,Work Permit,TOEFL,8.9
S04479,UK,Finland,Turku,University of Turku,Data Science,Business,2021,No,Political Stability,2024,Not Placed,N/A,N/A,0,3.52,J1,Work Permit,PTE,6.6
S04480,Canada,Russia,Novosibirsk,Novosibirsk State University,Psychology,Computer Science,2021,Yes,Higher Ranking,2022,Not Placed,N/A,N/A,0,3.49,Student Visa,PSW,IELTS,6.2
S04481,UAE,USA,Boston,Harvard University,Biotechnology,Law,2022,Yes,Political Stability,2024,Not Placed,N/A,N/A,0,3.51,Schengen Student Visa,Blue Card,IELTS,6.4
S04482,Canada,Ireland,Dublin,University College Dublin,Finance,Social Sciences,2021,Yes,Political Stability,2024,Placed,Ireland,SAP,33007,2.71,J1,OPT,TOEFL,8.3
S04483,UAE,Ireland,Dublin,Dublin City University,Architecture,Computer Science,2021,No,Quality of Life,2022,Placed,Ireland,IBM,143032,3.07,Schengen Student Visa,Blue Card,IELTS,6
S04484,India,Germany,Stuttgart,University of Stuttgart,Law,Natural Sciences,2019,Yes,Political Stability,2021,Placed,Germany,Microsoft,130669,3.72,F1,PSW,PTE,6
S04485,Russia,Finland,Turku,University of Turku,Biotechnology,Medicine,2021,Yes,Political Stability,2023,Not Placed,N/A,N/A,0,3.22,Study Permit,Blue Card,PTE,8.5
S04486,UAE,South Africa,Durban,University of KwaZulu-Natal,Psychology,Social Sciences,2021,Yes,Higher Ranking,2023,Placed,South Africa,Google,107923,3.59,Tier 4,OPT,PTE,7.8
S04487,Russia,UAE,Sharjah,American University of Sharjah,Data Science,Arts,2020,No,Scholarship,2021,Not Placed,N/A,N/A,0,3.74,Schengen Student Visa,PSW,PTE,8.9
S04488,Russia,Ireland,Dublin,Dublin City University,Electrical Engineering,Law,2020,Yes,Scholarship,2023,Not Placed,N/A,N/A,0,2.75,Study Permit,Blue Card,IELTS,7
S04489,Germany,Ireland,Dublin,Technological University Dublin,Biotechnology,Law,2020,No,Job Opportunities,2022,Placed,Ireland,Tesla,34091,3.02,J1,Work Permit,IELTS,7.5
S04490,Ireland,Canada,Vancouver,Simon Fraser University,Biotechnology,Natural Sciences,2021,No,Scholarship,2024,Placed,Canada,Intel,79869,2.55,Tier 4,PSW,IELTS,6.7
S04491,Ireland,Russia,Moscow,Bauman Moscow State Technical University,Architecture,Business,2022,Yes,Political Stability,2023,Placed,Russia,Facebook,139931,2.93,Student Visa,Blue Card,TOEFL,8.5
S04492,USA,Canada,Edmonton,University of Alberta,Finance,Natural Sciences,2021,Yes,Political Stability,2022,Placed,Canada,SAP,71395,3.38,Schengen Student Visa,PSW,IELTS,6.1
S04493,Finland,Germany,Stuttgart,University of Stuttgart,Computer Science,Law,2020,No,Higher Ranking,2021,Not Placed,N/A,N/A,0,3.09,Student Visa,OPT,TOEFL,8.5
S04494,Canada,UK,Cambridge,University of Cambridge,Electrical Engineering,Business,2023,Yes,Quality of Life,2026,Placed,UK,Google,80957,3.35,Tier 4,PSW,IELTS,5.6
S04495,Germany,Russia,Moscow,Higher School of Economics,Electrical Engineering,Natural Sciences,2021,Yes,Scholarship,2023,Not Placed,N/A,N/A,0,3.56,Student Visa,Blue Card,PTE,8.5
S04496,Russia,Germany,Berlin,Humboldt University,Medicine,Engineering,2020,Yes,Scholarship,2021,Placed,Germany,McKinsey,141140,3.66,Study Permit,OPT,TOEFL,8.1
S04497,India,Germany,Stuttgart,University of Stuttgart,Psychology,Business,2021,No,Higher Ranking,2024,Not Placed,N/A,N/A,0,2.86,Tier 4,Work Permit,None,0
S04498,Russia,Germany,Heidelberg,Heidelberg University,Finance,Law,2022,No,Scholarship,2025,Placed,Germany,Apple,148596,3.05,J1,Work Permit,Duolingo,6.7
S04499,India,Ireland,Dublin,Technological University Dublin,Civil Engineering,Law,2021,Yes,Political Stability,2022,Not Placed,N/A,N/A,0,3.47,J1,OPT,PTE,8
S04500,Canada,UK,London,Imperial College London,Data Science,Medicine,2022,No,Quality of Life,2025,Not Placed,N/A,N/A,0,3.14,F1,OPT,PTE,8
S04501,South Africa,India,Bangalore,IISc Bangalore,Electrical Engineering,Law,2019,Yes,Higher Ranking,2021,Placed,India,Intel,47254,3.7,F1,Blue Card,Duolingo,8.3
S04502,Finland,UAE,Dubai,Middlesex University Dubai,Economics,Computer Science,2019,No,Higher Ranking,2020,Placed,UAE,SAP,35064,3.89,Tier 4,OPT,PTE,5
S04503,South Africa,Russia,Moscow,Moscow Institute of Physics and Technology,Computer Science,Medicine,2023,Yes,Scholarship,2025,Placed,Russia,Deloitte,129640,3.75,Schengen Student Visa,Post-Study Visa,IELTS,8
S04504,USA,Russia,Novosibirsk,Novosibirsk State University,Computer Science,Natural Sciences,2021,No,Job Opportunities,2022,Placed,Russia,SAP,54897,3.08,Schengen Student Visa,Post-Study Visa,Duolingo,8.5
S04505,Ireland,USA,Chicago,University of Chicago,Design,Arts,2020,Yes,Quality of Life,2023,Placed,USA,McKinsey,107962,3.53,Schengen Student Visa,Post-Study Visa,TOEFL,7.7
S04506,UAE,USA,San Francisco,UC Berkeley,Civil Engineering,Social Sciences,2021,Yes,Job Opportunities,2024,Placed,USA,Apple,145292,3.72,J1,PSW,TOEFL,6
S04507,India,Ireland,Maynooth,Maynooth University,Data Science,Engineering,2020,No,Scholarship,2022,Placed,Ireland,Apple,43289,3.9,F1,Blue Card,TOEFL,5.2
S04508,Russia,Ireland,Dublin,Trinity College Dublin,Mechanical Engineering,Business,2023,No,Higher Ranking,2026,Not Placed,N/A,N/A,0,3.16,J1,Post-Study Visa,None,0
S04509,Canada,UK,London,Imperial College London,Data Science,Social Sciences,2022,No,Quality of Life,2025,Placed,UK,Tesla,42369,3.24,Schengen Student Visa,PSW,Duolingo,5.6
S04510,UK,Canada,Kingston,Queen's University,Medicine,Medicine,2020,Yes,Job Opportunities,2022,Placed,Canada,Apple,103171,3.35,Student Visa,Blue Card,Duolingo,6
S04511,Canada,Ireland,Maynooth,Maynooth University,Biotechnology,Arts,2022,Yes,Job Opportunities,2023,Not Placed,N/A,N/A,0,3.37,Tier 4,PSW,PTE,5.1
S04512,Finland,UK,Birmingham,University of Birmingham,Computer Science,Medicine,2023,Yes,Job Opportunities,2025,Placed,UK,Siemens,137755,3.51,Schengen Student Visa,OPT,IELTS,6
S04513,Germany,India,Delhi,Delhi University,Civil Engineering,Arts,2022,Yes,Scholarship,2025,Not Placed,N/A,N/A,0,2.65,Study Permit,OPT,Duolingo,7.7
S04514,USA,South Africa,Stellenbosch,Stellenbosch University,Medicine,Engineering,2020,Yes,Quality of Life,2023,Placed,South Africa,Google,86780,3.38,Tier 4,Post-Study Visa,PTE,8.5
S04515,Russia,UK,Oxford,University of Oxford,Electrical Engineering,Law,2019,Yes,Job Opportunities,2021,Placed,UK,Microsoft,59325,2.6,F1,Blue Card,Duolingo,5.5
S04516,USA,UAE,Sharjah,American University of Sharjah,Biotechnology,Engineering,2022,No,Quality of Life,2025,Placed,UAE,McKinsey,43315,2.55,Schengen Student Visa,OPT,TOEFL,5.7
S04517,Germany,USA,Boston,Harvard University,Civil Engineering,Arts,2023,Yes,Higher Ranking,2026,Placed,USA,SAP,36313,2.76,Study Permit,Post-Study Visa,Duolingo,7.8
S04518,USA,India,Delhi,JNU Delhi,Psychology,Law,2023,No,Scholarship,2025,Not Placed,N/A,N/A,0,2.63,Schengen Student Visa,Post-Study Visa,IELTS,6.7
S04519,India,Ireland,Galway,National University of Ireland Galway,Mechanical Engineering,Natural Sciences,2020,Yes,Quality of Life,2022,Placed,Ireland,Deloitte,108254,2.81,Student Visa,Post-Study Visa,PTE,8.1
S04520,UK,South Africa,Grahamstown,Rhodes University,Biotechnology,Computer Science,2022,No,Political Stability,2024,Placed,South Africa,Microsoft,67099,3.57,Schengen Student Visa,OPT,TOEFL,7.4
S04521,Finland,UAE,Abu Dhabi,Khalifa University,Psychology,Medicine,2021,Yes,Political Stability,2024,Not Placed,N/A,N/A,0,3.88,Tier 4,PSW,None,0
S04522,India,Ireland,Maynooth,Maynooth University,Computer Science,Arts,2021,No,Higher Ranking,2024,Not Placed,N/A,N/A,0,3.41,J1,Post-Study Visa,TOEFL,5.8
S04523,Canada,Russia,Moscow,Higher School of Economics,Business Administration,Engineering,2020,Yes,Political Stability,2023,Not Placed,N/A,N/A,0,3.17,Study Permit,OPT,None,0
S04524,UAE,Canada,Vancouver,University of British Columbia,Architecture,Engineering,2021,Yes,Quality of Life,2023,Placed,Canada,McKinsey,101162,2.76,Study Permit,Post-Study Visa,Duolingo,7.3
S04525,UK,Finland,Turku,University of Turku,Computer Science,Natural Sciences,2019,Yes,Political Stability,2021,Placed,Finland,IBM,62566,3.43,Study Permit,OPT,TOEFL,6.4
S04526,Russia,Finland,Espoo,Aalto University,Business Administration,Computer Science,2023,No,Job Opportunities,2026,Not Placed,N/A,N/A,0,3.44,Study Permit,Post-Study Visa,Duolingo,5.6
S04527,UK,Ireland,Dublin,University College Dublin,Political Science,Computer Science,2019,Yes,Job Opportunities,2020,Placed,Ireland,Microsoft,54837,2.63,Student Visa,Work Permit,PTE,7.5
S04528,Ireland,UAE,Dubai,University of Dubai,Business Administration,Medicine,2019,No,Quality of Life,2021,Placed,UAE,Apple,125511,2.66,Student Visa,PSW,PTE,6
S04529,India,Russia,Moscow,Higher School of Economics,Business Administration,Arts,2023,Yes,Job Opportunities,2026,Placed,Russia,Amazon,121906,2.54,Tier 4,Post-Study Visa,TOEFL,5.3
S04530,UK,USA,Los Angeles,UCLA,Civil Engineering,Arts,2019,No,Scholarship,2021,Not Placed,N/A,N/A,0,2.86,Schengen Student Visa,Blue Card,Duolingo,5.3
S04531,UAE,UK,Manchester,University of Manchester,Psychology,Engineering,2023,No,Quality of Life,2026,Placed,UK,SAP,68153,2.64,F1,PSW,PTE,5.2
S04532,Russia,Finland,Lappeenranta,LUT University,Biotechnology,Natural Sciences,2019,Yes,Scholarship,2020,Placed,Finland,Google,52922,3.98,Tier 4,Work Permit,Duolingo,7.6
S04533,South Africa,UAE,Dubai,University of Dubai,Design,Law,2022,No,Political Stability,2025,Placed,UAE,Deloitte,139624,2.71,Student Visa,OPT,TOEFL,5.8
S04534,India,South Africa,Durban,University of KwaZulu-Natal,Economics,Law,2019,No,Quality of Life,2021,Not Placed,N/A,N/A,0,3.27,Schengen Student Visa,Work Permit,IELTS,8.3
S04535,Ireland,South Africa,Cape Town,University of Cape Town,Computer Science,Business,2021,Yes,Political Stability,2024,Not Placed,N/A,N/A,0,3.7,Tier 4,Post-Study Visa,Duolingo,6.7
S04536,USA,Germany,Berlin,TU Berlin,Mechanical Engineering,Engineering,2022,Yes,Scholarship,2024,Placed,Germany,Tesla,116971,3.06,Student Visa,Blue Card,None,0
S04537,Finland,Russia,Moscow,Moscow Institute of Physics and Technology,Data Science,Engineering,2021,No,Political Stability,2022,Placed,Russia,SAP,51027,3.18,F1,OPT,Duolingo,8.9
S04538,Russia,Germany,Stuttgart,University of Stuttgart,Electrical Engineering,Medicine,2019,Yes,Scholarship,2020,Not Placed,N/A,N/A,0,3.49,Study Permit,OPT,PTE,5.8
S04539,Russia,India,Mumbai,IIT Bombay,Architecture,Engineering,2022,No,Quality of Life,2023,Placed,India,Siemens,144406,3.3,Student Visa,PSW,TOEFL,6.3
S04540,South Africa,Ireland,Dublin,Technological University Dublin,Biotechnology,Computer Science,2020,No,Scholarship,2022,Not Placed,N/A,N/A,0,3.96,Student Visa,Post-Study Visa,PTE,6.5
S04541,UK,Russia,Saint Petersburg,Saint Petersburg State University,Medicine,Social Sciences,2020,Yes,Political Stability,2021,Placed,Russia,Tesla,74182,3.99,Tier 4,Post-Study Visa,TOEFL,6.9
S04542,UAE,UK,London,Imperial College London,Finance,Medicine,2021,No,Scholarship,2023,Placed,UK,Intel,117693,2.85,Tier 4,Blue Card,IELTS,7.4
S04543,Canada,India,Delhi,Delhi University,Economics,Medicine,2019,No,Job Opportunities,2021,Placed,India,Facebook,69179,3.95,J1,PSW,Duolingo,7.7
S04544,USA,Finland,Espoo,Aalto University,Electrical Engineering,Natural Sciences,2022,Yes,Political Stability,2024,Placed,Finland,Microsoft,46237,3.27,Schengen Student Visa,Blue Card,Duolingo,8.9
S04545,Ireland,South Africa,Johannesburg,University of the Witwatersrand,Electrical Engineering,Arts,2022,Yes,Scholarship,2023,Not Placed,N/A,N/A,0,3.49,Student Visa,PSW,Duolingo,7.3
S04546,UAE,USA,San Francisco,UC Berkeley,Electrical Engineering,Social Sciences,2022,No,Job Opportunities,2023,Placed,USA,Amazon,146965,2.78,Tier 4,PSW,None,0
S04547,Finland,USA,New York,Columbia University,Design,Business,2023,Yes,Job Opportunities,2024,Placed,USA,Intel,102854,3.86,F1,Post-Study Visa,TOEFL,5.1
S04548,Canada,Germany,Munich,LMU Munich,Computer Science,Arts,2020,Yes,Quality of Life,2021,Not Placed,N/A,N/A,0,3.3,Study Permit,OPT,Duolingo,6.9
S04549,Finland,USA,New York,Columbia University,Political Science,Natural Sciences,2023,Yes,Scholarship,2026,Placed,USA,Facebook,58072,2.72,Study Permit,OPT,None,0
S04550,UK,South Africa,Durban,University of KwaZulu-Natal,Architecture,Arts,2019,No,Political Stability,2021,Not Placed,N/A,N/A,0,2.57,Study Permit,Blue Card,PTE,8
S04551,Germany,UK,Birmingham,University of Birmingham,Computer Science,Business,2022,No,Political Stability,2023,Not Placed,N/A,N/A,0,3.31,Schengen Student Visa,Work Permit,TOEFL,5.8
S04552,India,UAE,Dubai,Manipal Academy Dubai,Mechanical Engineering,Engineering,2019,Yes,Political Stability,2021,Placed,UAE,Microsoft,143691,3.09,F1,Blue Card,None,0
S04553,Ireland,South Africa,Johannesburg,University of Johannesburg,Architecture,Business,2023,Yes,Scholarship,2024,Not Placed,N/A,N/A,0,3.78,Student Visa,Work Permit,Duolingo,8.5
S04554,South Africa,Finland,Turku,Ã…bo Akademi University,Biotechnology,Natural Sciences,2023,No,Job Opportunities,2024,Placed,Finland,Apple,101966,3.03,Student Visa,Post-Study Visa,IELTS,7.7
S04555,Ireland,Finland,Helsinki,University of Helsinki,Political Science,Social Sciences,2019,Yes,Job Opportunities,2022,Not Placed,N/A,N/A,0,2.59,Student Visa,Blue Card,PTE,7.4
S04556,UK,Canada,Vancouver,University of British Columbia,Electrical Engineering,Arts,2019,No,Quality of Life,2022,Placed,Canada,SAP,58970,3.55,J1,OPT,Duolingo,7.9
S04557,Germany,UK,Manchester,University of Manchester,Business Administration,Social Sciences,2021,Yes,Quality of Life,2023,Not Placed,N/A,N/A,0,2.79,F1,Post-Study Visa,None,0
S04558,Ireland,UAE,Dubai,University of Dubai,Political Science,Arts,2022,No,Political Stability,2025,Placed,UAE,Intel,54901,2.85,Student Visa,PSW,None,0
S04559,UAE,South Africa,Johannesburg,University of Johannesburg,Data Science,Law,2020,No,Scholarship,2023,Placed,South Africa,Apple,68548,2.52,Schengen Student Visa,Work Permit,IELTS,5.1
S04560,Ireland,Canada,Vancouver,University of British Columbia,Biotechnology,Engineering,2020,Yes,Political Stability,2023,Placed,Canada,Siemens,65048,3.39,J1,Blue Card,IELTS,8
S04561,South Africa,UK,London,UCL,Mechanical Engineering,Medicine,2022,Yes,Job Opportunities,2025,Not Placed,N/A,N/A,0,3.93,J1,Blue Card,None,0
S04562,UK,Canada,Vancouver,University of British Columbia,Design,Social Sciences,2020,No,Job Opportunities,2021,Placed,Canada,SAP,123384,3.22,Student Visa,Work Permit,TOEFL,8.6
S04563,UAE,USA,Chicago,University of Chicago,Psychology,Medicine,2022,Yes,Scholarship,2023,Not Placed,N/A,N/A,0,2.73,J1,Post-Study Visa,PTE,8.7
S04564,South Africa,Finland,Turku,Ã…bo Akademi University,Design,Natural Sciences,2021,Yes,Job Opportunities,2024,Not Placed,N/A,N/A,0,2.95,Study Permit,PSW,None,0
S04565,Canada,UAE,Dubai,Middlesex University Dubai,Political Science,Law,2020,Yes,Quality of Life,2022,Not Placed,N/A,N/A,0,3.88,Tier 4,OPT,TOEFL,6.7
S04566,UK,India,Chennai,IIT Madras,Data Science,Computer Science,2022,Yes,Political Stability,2025,Placed,India,IBM,124816,3.12,Student Visa,PSW,Duolingo,7.5
S04567,USA,South Africa,Grahamstown,Rhodes University,Civil Engineering,Law,2023,Yes,Quality of Life,2026,Placed,South Africa,Goldman Sachs,146734,3.21,J1,Work Permit,TOEFL,7.4
S04568,South Africa,Finland,Joensuu,University of Eastern Finland,Economics,Medicine,2020,Yes,Higher Ranking,2021,Not Placed,N/A,N/A,0,3.09,F1,PSW,IELTS,8.1
S04569,Canada,Ireland,Maynooth,Maynooth University,Psychology,Medicine,2022,Yes,Scholarship,2024,Placed,Ireland,Amazon,121418,3.86,Student Visa,OPT,None,0
S04570,UK,Germany,Stuttgart,University of Stuttgart,Economics,Computer Science,2021,Yes,Scholarship,2024,Not Placed,N/A,N/A,0,2.76,J1,Post-Study Visa,Duolingo,7.4
S04571,UAE,Russia,Moscow,Lomonosov Moscow State University,Medicine,Medicine,2022,No,Higher Ranking,2025,Placed,Russia,Intel,100132,3.65,F1,Work Permit,None,0
S04572,Finland,South Africa,Johannesburg,University of the Witwatersrand,Medicine,Computer Science,2019,Yes,Higher Ranking,2020,Not Placed,N/A,N/A,0,3.88,J1,OPT,PTE,7.4
S04573,UAE,Canada,Montreal,McGill University,Law,Business,2021,Yes,Political Stability,2022,Not Placed,N/A,N/A,0,2.63,Schengen Student Visa,Blue Card,IELTS,8.8
S04574,India,USA,Boston,MIT,Law,Medicine,2022,No,Quality of Life,2024,Not Placed,N/A,N/A,0,3.45,Tier 4,Blue Card,None,0
S04575,Finland,UK,London,UCL,Medicine,Engineering,2019,Yes,Higher Ranking,2022,Not Placed,N/A,N/A,0,3.69,Tier 4,Work Permit,Duolingo,8
S04576,South Africa,India,Tiruchirappalli,NIT Trichy,Electrical Engineering,Business,2023,Yes,Scholarship,2025,Placed,India,Microsoft,38971,3.57,F1,Work Permit,None,0
S04577,UK,Russia,Moscow,Higher School of Economics,Architecture,Business,2023,Yes,Job Opportunities,2024,Placed,Russia,Amazon,101132,2.9,Schengen Student Visa,Work Permit,PTE,7.2
S04578,UK,UAE,Dubai,Manipal Academy Dubai,Electrical Engineering,Medicine,2020,No,Job Opportunities,2023,Not Placed,N/A,N/A,0,3.69,Student Visa,Work Permit,IELTS,7.6
S04579,UAE,Canada,Vancouver,University of British Columbia,Design,Medicine,2021,Yes,Scholarship,2022,Placed,Canada,IBM,106216,3.39,Student Visa,PSW,PTE,8.1
S04580,USA,UAE,Abu Dhabi,Zayed University,Law,Law,2021,Yes,Higher Ranking,2022,Placed,UAE,Apple,120206,3.12,J1,Work Permit,None,0
S04581,India,South Africa,Pretoria,University of Pretoria,Business Administration,Business,2020,Yes,Scholarship,2023,Placed,South Africa,Goldman Sachs,127548,2.9,F1,Post-Study Visa,TOEFL,7.2
